user_id,date,value
O49NI37N,2025-11-05,36.17
BGHWIZH2,2025-10-17,11.73
BGHWIZH2,2025-10-21,15.03
BGHWIZH2,2025-11-04,39.83
IODVKLGQ,2025-10-02,48.22
5BT26235,2025-09-18,21.95
5BT26235,2025-09-01,123.89
5BT26235,2025-10-30,24.8
5BT26235,2025-09-09,72.14
QJDWPMM5,2025-10-21,58.12
GCCFHWXV,2025-10-12,4.42
GCCFHWXV,2025-09-18,28.95
PEFRKGXN,2025-10-02,69.68
PEFRKGXN,2025-10-05,423.24
PEFRKGXN,2025-09-07,29.41
PEFRKGXN,2025-09-11,21.9
UCOM269M,2025-10-19,79.53
UCOM269M,2025-10-23,19.77
WVZNA5G3,2025-11-01,81.31
WVZNA5G3,2025-10-01,18.88
WVZNA5G3,2025-10-29,14.73
WVZNA5G3,2025-09-30,30.28
VOL1EUF6,2025-10-04,25.06
VOL1EUF6,2025-09-22,68.55
VOL1EUF6,2025-09-24,18.61
VOL1EUF6,2025-10-31,102.63
VOL1EUF6,2025-09-29,51.23
VOL1EUF6,2025-09-23,15.92
7HF3KEGD,2025-09-18,15.62
7HF3KEGD,2025-10-15,12.72
7HF3KEGD,2025-09-28,99.87
7HF3KEGD,2025-10-14,47.36
7HF3KEGD,2025-10-27,43.22
392X6GL4,2025-10-28,42.99
MVHTBDID,2025-09-03,10.82
MVHTBDID,2025-09-12,19.59
ODAPI9B0,2025-09-05,47.15
ODAPI9B0,2025-09-21,8.27
ODAPI9B0,2025-10-19,111.35
ODAPI9B0,2025-09-10,44.93
ODAPI9B0,2025-10-29,32.96
5L7PVL4A,2025-09-08,56.58
5L7PVL4A,2025-09-01,16.38
5L7PVL4A,2025-09-27,17.83
5L7PVL4A,2025-09-04,45.87
5L7PVL4A,2025-11-05,25.45
GS19DFJ6,2025-09-06,27.59
GS19DFJ6,2025-09-14,10.3
GS19DFJ6,2025-09-07,49.35
GS19DFJ6,2025-10-09,34.4
GS19DFJ6,2025-11-05,14.43
GS19DFJ6,2025-10-24,23.52
GS19DFJ6,2025-09-30,28.63
EIRUOWLJ,2025-09-29,45.95
EIRUOWLJ,2025-09-18,20.18
2OMZHDOI,2025-10-14,57.87
2OMZHDOI,2025-11-04,34.54
2OMZHDOI,2025-09-14,27.39
0DK3FFEV,2025-11-03,22.12
0DK3FFEV,2025-09-09,72.15
ICKWQNNK,2025-10-23,16.86
ICKWQNNK,2025-10-06,23.25
SOR0V3YZ,2025-10-13,17.62
SOR0V3YZ,2025-10-15,17.38
SOR0V3YZ,2025-09-18,74.85
YCZQWEOM,2025-10-06,90.71
XXWJE4NB,2025-09-15,16.18
XXWJE4NB,2025-10-27,18.51
HFFE5UG0,2025-09-07,34.39
BKXCPINK,2025-10-15,58.29
BKXCPINK,2025-09-19,49.24
BKXCPINK,2025-10-06,30.53
BKXCPINK,2025-09-15,35.87
6807KL2W,2025-09-12,36.65
6807KL2W,2025-09-01,26.01
PV7FRTAZ,2025-09-13,33.59
PV7FRTAZ,2025-09-07,28.05
1WJKR66Y,2025-11-01,57.78
1WJKR66Y,2025-11-05,54.53
Q4535R6Y,2025-09-05,33.18
Q4535R6Y,2025-09-11,17.59
Q4535R6Y,2025-10-29,41.0
278WSG26,2025-09-11,94.06
278WSG26,2025-09-19,61.64
278WSG26,2025-10-30,78.9
278WSG26,2025-10-16,23.0
CYLJY52U,2025-09-20,25.45
WD4YDQA4,2025-09-11,27.71
WD4YDQA4,2025-09-19,20.71
WD4YDQA4,2025-09-30,46.68
WD4YDQA4,2025-10-10,9.04
WD4YDQA4,2025-09-01,11.51
WD4YDQA4,2025-10-29,27.74
WD4YDQA4,2025-09-27,28.72
WD4YDQA4,2025-11-02,19.47
WD4YDQA4,2025-10-19,18.82
3EHEOSQE,2025-10-26,109.54
3EHEOSQE,2025-11-05,29.36
3EHEOSQE,2025-09-11,239.33
0LMC1Y4B,2025-09-23,67.38
0LMC1Y4B,2025-10-29,54.27
9Z2OTXPZ,2025-09-22,36.82
9Z2OTXPZ,2025-11-02,29.35
9Z2OTXPZ,2025-09-02,18.14
HBYJALWV,2025-10-26,19.01
HBYJALWV,2025-10-22,98.01
HBYJALWV,2025-09-08,74.5
HBYJALWV,2025-10-13,32.51
HBYJALWV,2025-10-14,25.53
YRDDSJBI,2025-10-13,58.69
5T7FR779,2025-09-12,26.05
5T7FR779,2025-10-02,23.3
5T7FR779,2025-09-11,37.33
ZHWJWSBA,2025-11-03,21.55
ZHWJWSBA,2025-10-07,42.48
ZHWJWSBA,2025-10-21,32.56
ZHWJWSBA,2025-10-04,42.89
ZHWJWSBA,2025-09-24,10.97
AIDOY49H,2025-09-01,39.33
AIDOY49H,2025-10-19,11.42
AIDOY49H,2025-11-03,35.82
6P2Y6UUS,2025-10-16,28.42
N2E9AT2X,2025-10-16,73.21
N2E9AT2X,2025-10-01,37.69
N2E9AT2X,2025-10-21,27.31
N2E9AT2X,2025-10-20,27.96
N2E9AT2X,2025-10-01,9.05
N2E9AT2X,2025-10-02,42.26
N2E9AT2X,2025-09-17,42.21
N2E9AT2X,2025-09-03,15.18
AZJG0TYY,2025-11-01,25.57
AZJG0TYY,2025-09-06,55.34
AZJG0TYY,2025-10-03,21.46
AZJG0TYY,2025-09-16,36.72
AZJG0TYY,2025-09-30,75.73
AZJG0TYY,2025-09-14,32.03
AZJG0TYY,2025-09-27,30.04
JMXTAWDR,2025-10-22,63.42
N6PHHAUN,2025-10-04,61.61
N6PHHAUN,2025-09-06,9.59
L587W2SM,2025-11-04,32.7
I4CTNLRM,2025-10-06,27.43
I4CTNLRM,2025-10-13,89.25
I4CTNLRM,2025-09-09,40.25
A954GYRO,2025-09-19,95.06
A954GYRO,2025-10-30,57.01
A954GYRO,2025-10-06,79.8
A954GYRO,2025-10-03,46.03
A954GYRO,2025-11-02,99.41
9LG1RVZU,2025-09-18,34.59
9LG1RVZU,2025-09-05,27.55
Q6VWFGN5,2025-10-13,43.14
0LOCAKC3,2025-09-09,49.67
0LOCAKC3,2025-10-10,45.51
0LOCAKC3,2025-09-02,34.01
98NECSY4,2025-10-11,21.39
58R0BFCK,2025-09-14,46.5
58R0BFCK,2025-10-04,28.89
58R0BFCK,2025-10-02,31.86
GI83HGQL,2025-09-24,34.49
GI83HGQL,2025-09-07,23.91
GI83HGQL,2025-10-04,54.54
GI83HGQL,2025-09-20,24.64
F09N7A8W,2025-10-30,172.41
QC1FLLFF,2025-09-27,19.55
QC1FLLFF,2025-10-05,22.72
QC1FLLFF,2025-09-13,69.16
QC1FLLFF,2025-09-13,22.8
QC1FLLFF,2025-10-13,34.91
QC1FLLFF,2025-10-04,88.23
7ZXUMAF0,2025-09-28,35.99
7ZXUMAF0,2025-10-29,37.93
0ITNC6PV,2025-09-20,32.28
0ITNC6PV,2025-10-20,23.0
SZN0SKX7,2025-10-18,28.01
SZN0SKX7,2025-10-02,124.4
7J2XXO45,2025-11-03,27.69
7J2XXO45,2025-11-03,92.42
7J2XXO45,2025-09-25,97.08
7J2XXO45,2025-10-22,63.73
AW02RJ37,2025-10-09,174.65
AW02RJ37,2025-10-01,66.23
CWQVN5HX,2025-09-02,20.23
HNMYA6GY,2025-09-17,6.47
HNMYA6GY,2025-10-23,36.17
HNMYA6GY,2025-10-07,394.23
60LPLDJB,2025-09-25,32.83
60LPLDJB,2025-09-01,29.45
QHGRVAAU,2025-10-30,65.82
QHGRVAAU,2025-10-23,47.04
QHGRVAAU,2025-10-19,50.72
QHGRVAAU,2025-10-01,19.67
QHGRVAAU,2025-10-31,9.09
QHGRVAAU,2025-10-22,88.66
GEIJQ07C,2025-09-07,65.21
GEIJQ07C,2025-10-01,12.67
GEIJQ07C,2025-10-29,63.84
GEIJQ07C,2025-09-17,34.95
GEIJQ07C,2025-10-19,57.38
4BSRG7NP,2025-10-27,21.62
4BSRG7NP,2025-09-12,46.92
4BSRG7NP,2025-09-10,15.93
4BSRG7NP,2025-09-25,49.64
T9LTODPY,2025-09-15,58.1
T9LTODPY,2025-10-30,16.58
MLLBVJD8,2025-10-29,69.89
MLLBVJD8,2025-09-05,27.14
MLLBVJD8,2025-10-14,21.65
MLLBVJD8,2025-09-23,70.46
MLLBVJD8,2025-09-04,22.4
1F4WTIQS,2025-10-29,38.35
1F4WTIQS,2025-11-02,31.86
1F4WTIQS,2025-09-02,44.25
1F4WTIQS,2025-10-07,51.51
ZU17AADQ,2025-09-22,9.35
ZU17AADQ,2025-10-24,20.55
W2EQF192,2025-10-13,47.79
W2EQF192,2025-09-27,59.63
W2EQF192,2025-10-10,94.6
W2EQF192,2025-09-29,15.15
HN6GPZ6E,2025-10-09,24.98
HN6GPZ6E,2025-09-17,33.46
8TPACM73,2025-10-25,19.34
8TPACM73,2025-10-14,35.32
8TPACM73,2025-09-12,17.82
8TPACM73,2025-09-27,60.68
8TPACM73,2025-10-07,67.3
8TPACM73,2025-10-15,124.22
7WJU5OVI,2025-10-29,28.85
7WJU5OVI,2025-09-05,36.18
7WJU5OVI,2025-10-14,38.92
E8PWJ52G,2025-11-02,17.87
Z16ANI4E,2025-10-25,66.14
Z16ANI4E,2025-10-14,42.89
Z16ANI4E,2025-10-19,8.14
Z16ANI4E,2025-09-16,23.42
9HA3BMMK,2025-09-27,20.21
9HA3BMMK,2025-09-12,15.78
4VFHFTW3,2025-09-14,15.61
FZKWLRN9,2025-09-04,20.69
FZKWLRN9,2025-11-05,25.85
FZKWLRN9,2025-09-10,54.94
7BR8SZVJ,2025-09-20,5.92
7BR8SZVJ,2025-10-17,78.66
7BR8SZVJ,2025-09-07,45.96
7BR8SZVJ,2025-09-26,60.3
7BR8SZVJ,2025-11-02,8.91
7BR8SZVJ,2025-09-04,63.06
ZFD3WT0T,2025-11-04,22.75
ZFD3WT0T,2025-10-08,85.27
ZFD3WT0T,2025-10-18,62.08
ZFD3WT0T,2025-09-23,97.11
T97Y8GY9,2025-09-02,13.23
T97Y8GY9,2025-10-24,13.81
4JB1DE3M,2025-09-11,63.31
1H9RSHT6,2025-09-10,47.1
1H9RSHT6,2025-10-12,56.71
8SBY4Y93,2025-10-20,17.89
8SBY4Y93,2025-09-24,91.43
T49ZWFPE,2025-11-02,55.08
T49ZWFPE,2025-09-19,25.98
T49ZWFPE,2025-10-10,10.24
1GYBMZ07,2025-09-30,76.39
1GYBMZ07,2025-09-21,10.47
RWYWL267,2025-10-27,15.71
UI6A7RVX,2025-10-01,53.7
YJ91H7PB,2025-09-23,58.94
FY4KKJ83,2025-09-14,53.27
IRTFU5O8,2025-09-23,42.31
IRTFU5O8,2025-09-04,22.01
IRTFU5O8,2025-09-17,100.23
IRTFU5O8,2025-10-03,37.8
IRTFU5O8,2025-09-22,7.36
GPAK1ESN,2025-09-10,23.55
GPAK1ESN,2025-09-02,23.28
GPAK1ESN,2025-10-07,10.13
XQLCT7VM,2025-09-23,31.35
XQLCT7VM,2025-11-04,66.37
XQLCT7VM,2025-09-02,43.09
3SBQ7PTI,2025-11-02,51.39
3SBQ7PTI,2025-09-11,13.86
3SBQ7PTI,2025-09-29,20.04
A9YBYUZI,2025-10-15,43.98
A9YBYUZI,2025-10-05,30.15
A9YBYUZI,2025-09-19,66.11
2KI9MMBY,2025-10-22,42.47
1HKRSXXW,2025-10-23,44.55
1HKRSXXW,2025-09-21,50.41
1HKRSXXW,2025-09-12,60.24
3JGXD3FE,2025-11-02,37.51
3JGXD3FE,2025-10-08,11.75
3JGXD3FE,2025-10-29,31.04
3JGXD3FE,2025-09-19,16.89
MJ5U5K5H,2025-10-26,50.63
MJ5U5K5H,2025-10-01,88.65
80B5O2RD,2025-10-27,8.63
80B5O2RD,2025-10-06,37.44
80B5O2RD,2025-09-14,23.94
80B5O2RD,2025-10-18,34.2
80B5O2RD,2025-09-21,61.48
80B5O2RD,2025-09-16,24.04
80B5O2RD,2025-10-30,21.64
80B5O2RD,2025-10-21,11.17
80B5O2RD,2025-09-30,84.19
80B5O2RD,2025-09-24,41.34
8EF6IVVT,2025-10-11,16.75
8EF6IVVT,2025-10-23,12.33
9V2Y57X3,2025-10-16,43.95
9V2Y57X3,2025-09-10,34.57
9V2Y57X3,2025-09-24,25.8
9V2Y57X3,2025-09-24,51.51
9V2Y57X3,2025-10-08,30.56
9V2Y57X3,2025-10-10,24.85
9V2Y57X3,2025-09-14,14.68
JHUTJ9P6,2025-09-26,7.09
JHUTJ9P6,2025-10-15,35.7
JHUTJ9P6,2025-10-28,13.56
JHUTJ9P6,2025-10-29,61.27
JHUTJ9P6,2025-09-19,87.53
NBBT2DS6,2025-09-08,69.67
NBBT2DS6,2025-10-13,23.38
NBBT2DS6,2025-10-22,73.51
S90A3T2J,2025-10-06,18.46
S90A3T2J,2025-09-28,26.98
S90A3T2J,2025-10-05,17.01
S90A3T2J,2025-09-08,12.1
S90A3T2J,2025-09-07,40.65
5IZX4JDY,2025-09-02,25.83
5IZX4JDY,2025-11-05,34.98
YHUA9GID,2025-11-03,43.24
YHUA9GID,2025-10-10,76.52
YHUA9GID,2025-10-23,94.33
Y87RVU9O,2025-10-01,53.03
Y87RVU9O,2025-09-08,27.73
INAV8MXU,2025-10-17,31.83
INAV8MXU,2025-09-06,44.58
INAV8MXU,2025-09-11,38.7
INAV8MXU,2025-10-21,5.69
INAV8MXU,2025-09-09,52.07
INAV8MXU,2025-10-23,89.1
INAV8MXU,2025-09-20,9.37
UT44W5EM,2025-10-27,19.46
UT44W5EM,2025-09-27,56.99
UT44W5EM,2025-10-28,31.19
UT44W5EM,2025-09-16,20.3
8VZ0U0K2,2025-09-27,31.36
5Z06JJLQ,2025-11-03,20.75
3DX83HPJ,2025-09-27,11.63
3DX83HPJ,2025-09-23,71.22
RSMRFCZ0,2025-09-27,47.19
S5F4NQGD,2025-09-23,28.14
S5F4NQGD,2025-10-15,31.62
S5F4NQGD,2025-09-18,27.64
O20LQQFG,2025-09-15,93.04
O20LQQFG,2025-09-03,23.0
O20LQQFG,2025-10-21,22.9
J7QAO2BG,2025-09-11,101.11
J7QAO2BG,2025-09-07,31.53
J7QAO2BG,2025-09-28,12.38
J7QAO2BG,2025-10-05,11.17
NTVBLC4S,2025-09-25,12.24
1RI2OCM8,2025-10-12,56.35
1RI2OCM8,2025-09-30,47.83
1RI2OCM8,2025-10-04,108.85
1RI2OCM8,2025-10-14,19.52
1RI2OCM8,2025-09-14,29.27
15NBW681,2025-10-04,17.24
15NBW681,2025-10-20,46.4
15NBW681,2025-10-11,34.65
15NBW681,2025-09-29,33.09
FE6NLU72,2025-10-16,70.94
FE6NLU72,2025-09-15,92.67
FE6NLU72,2025-09-06,30.56
FE6NLU72,2025-10-28,38.12
FE6NLU72,2025-09-20,31.6
AJK2D1VW,2025-10-25,16.32
AJK2D1VW,2025-10-07,41.83
AJK2D1VW,2025-09-28,19.84
TOGQEDI1,2025-11-05,70.05
TOGQEDI1,2025-09-09,99.33
TOGQEDI1,2025-10-10,6.97
TOGQEDI1,2025-09-11,154.96
TOGQEDI1,2025-09-23,65.52
TOGQEDI1,2025-11-02,26.74
TOGQEDI1,2025-09-08,31.76
1HQN2962,2025-11-04,16.75
1HQN2962,2025-10-27,61.22
1HQN2962,2025-09-10,13.98
1HQN2962,2025-10-21,34.22
1HQN2962,2025-09-28,22.69
CNW33VHT,2025-09-23,49.2
CNW33VHT,2025-10-24,29.5
6JKQ144I,2025-10-05,45.1
6JKQ144I,2025-10-14,69.74
FRITEG13,2025-10-07,7.67
FRITEG13,2025-09-19,6.08
FRITEG13,2025-10-24,19.19
59DDUTT2,2025-09-23,33.08
59DDUTT2,2025-09-16,41.43
59DDUTT2,2025-09-18,18.64
UW8SVIOJ,2025-10-14,126.66
NM4TQBP4,2025-09-22,12.75
NM4TQBP4,2025-10-02,34.45
NM4TQBP4,2025-10-20,22.12
NM4TQBP4,2025-09-25,18.27
IY90JPGP,2025-10-17,28.58
IY90JPGP,2025-09-01,42.91
IY90JPGP,2025-10-27,110.45
IY90JPGP,2025-09-09,91.54
X2HURBO9,2025-09-23,33.63
X2HURBO9,2025-10-10,11.29
DKODL0MV,2025-09-08,15.61
Y0PF26CW,2025-09-09,35.79
Y0PF26CW,2025-11-02,12.19
6XBIHD5V,2025-10-06,14.87
6XBIHD5V,2025-09-02,25.9
6XBIHD5V,2025-10-26,37.47
6XBIHD5V,2025-10-26,20.07
BJBXUNOM,2025-09-13,61.42
XFIAP4M9,2025-09-06,51.76
XFIAP4M9,2025-09-20,33.53
XFIAP4M9,2025-09-28,20.06
XFIAP4M9,2025-09-07,50.4
8QHJJ6RN,2025-10-03,16.59
8QHJJ6RN,2025-09-23,30.97
8QHJJ6RN,2025-09-10,34.98
8QHJJ6RN,2025-11-02,31.4
Y1PZXDD8,2025-09-30,43.89
Y1PZXDD8,2025-10-06,13.98
Y1PZXDD8,2025-09-08,3.89
Y1PZXDD8,2025-09-01,113.37
Y1PZXDD8,2025-09-03,21.82
YTBSQ9FB,2025-10-30,138.89
BVU71K3N,2025-09-06,36.16
BVU71K3N,2025-10-10,131.17
K5ZMF9WU,2025-09-11,21.25
K5ZMF9WU,2025-10-17,32.85
K5ZMF9WU,2025-09-27,65.59
0HQI0OJZ,2025-10-09,22.02
0HQI0OJZ,2025-10-28,75.12
0HQI0OJZ,2025-09-02,39.95
0HQI0OJZ,2025-11-05,113.43
0HQI0OJZ,2025-10-01,12.38
0HQI0OJZ,2025-09-07,76.93
HIXCQHT6,2025-09-07,18.28
I1L36Z8Q,2025-11-05,72.27
I1L36Z8Q,2025-10-08,41.12
I1L36Z8Q,2025-10-18,25.26
I1L36Z8Q,2025-09-01,56.09
I1L36Z8Q,2025-11-02,58.33
I1L36Z8Q,2025-09-29,19.74
F64FQCWY,2025-10-02,10.78
F64FQCWY,2025-10-15,19.33
F64FQCWY,2025-09-17,33.5
F64FQCWY,2025-09-15,12.5
GRG5EATK,2025-10-19,17.04
GRG5EATK,2025-09-02,10.53
GRG5EATK,2025-09-22,113.88
GRG5EATK,2025-09-14,45.56
6YMMYC7C,2025-09-25,30.39
CQZ1DMBT,2025-09-05,26.41
CQZ1DMBT,2025-10-19,15.08
CQZ1DMBT,2025-09-26,21.45
CQZ1DMBT,2025-10-25,16.94
CQZ1DMBT,2025-09-29,42.43
CT3J1ZWA,2025-11-02,92.79
54IVZB1Y,2025-10-17,12.23
54IVZB1Y,2025-09-19,29.57
54IVZB1Y,2025-09-18,22.97
54IVZB1Y,2025-09-02,17.22
45IJDTZJ,2025-10-22,20.97
45IJDTZJ,2025-09-28,39.95
45IJDTZJ,2025-09-25,42.04
1PSNJU9S,2025-09-15,68.7
1PSNJU9S,2025-09-20,19.63
1PSNJU9S,2025-10-25,40.81
1PSNJU9S,2025-09-09,34.66
1PSNJU9S,2025-09-30,15.46
23KKQPZF,2025-10-01,110.59
23KKQPZF,2025-11-03,61.1
23KKQPZF,2025-09-06,34.81
23KKQPZF,2025-09-09,57.66
X6LSZXT4,2025-10-27,37.16
X6LSZXT4,2025-09-01,13.65
X6LSZXT4,2025-09-13,27.92
X6LSZXT4,2025-10-12,80.43
X6LSZXT4,2025-09-21,23.39
OCGWFW63,2025-10-08,38.66
OCGWFW63,2025-10-27,25.65
OCGWFW63,2025-09-16,58.06
OCGWFW63,2025-09-12,28.59
UZVDSC50,2025-10-20,120.1
UZVDSC50,2025-09-06,69.7
UZVDSC50,2025-10-10,10.9
UZVDSC50,2025-10-12,55.65
UZVDSC50,2025-10-20,80.98
UZVDSC50,2025-09-27,31.95
JV452R1N,2025-10-01,58.65
JV452R1N,2025-10-04,7.09
CW52IWGY,2025-09-02,95.37
CW52IWGY,2025-09-21,8.34
CW52IWGY,2025-10-01,121.11
CW52IWGY,2025-10-11,22.38
WF44JTC8,2025-09-15,22.34
WF44JTC8,2025-10-12,21.71
N1MOY4CF,2025-10-14,27.8
N1MOY4CF,2025-09-04,21.28
N1MOY4CF,2025-09-01,79.5
N1MOY4CF,2025-09-21,154.08
N1MOY4CF,2025-09-23,10.39
HLAUPDUH,2025-10-11,26.46
JI2WVQCJ,2025-09-30,10.32
JI2WVQCJ,2025-10-20,11.5
JI2WVQCJ,2025-10-15,6.96
VD74TJ6D,2025-10-24,78.86
VD74TJ6D,2025-09-18,28.27
VD74TJ6D,2025-09-02,58.14
8KGMI8UB,2025-10-29,13.62
8KGMI8UB,2025-09-05,16.17
A8PXVE18,2025-09-16,79.81
A8PXVE18,2025-09-01,26.94
FFKDGF4V,2025-10-02,38.04
JI9CB25P,2025-09-02,15.89
JI9CB25P,2025-09-24,29.38
JI9CB25P,2025-09-11,23.51
JI9CB25P,2025-09-11,21.53
JI9CB25P,2025-10-14,73.3
FWKZN7M3,2025-10-05,17.58
FWKZN7M3,2025-09-02,18.98
YX5ZB0SV,2025-10-23,15.24
YX5ZB0SV,2025-09-29,57.48
YX5ZB0SV,2025-10-06,80.05
7G68DZQN,2025-09-26,53.63
7G68DZQN,2025-09-09,30.1
H8MEAS4X,2025-10-17,40.52
H8MEAS4X,2025-10-29,68.48
H8MEAS4X,2025-09-20,27.96
H8MEAS4X,2025-09-14,22.81
QLPZ1I2P,2025-10-04,65.52
SJY0FXEG,2025-09-04,50.56
01AOE1D7,2025-09-18,16.41
01AOE1D7,2025-09-30,45.22
01AOE1D7,2025-11-02,43.28
L4ZLVJ1J,2025-10-25,91.1
L4ZLVJ1J,2025-10-24,10.88
L4ZLVJ1J,2025-10-01,25.99
O105FNN9,2025-10-27,29.94
O105FNN9,2025-10-05,40.96
O105FNN9,2025-09-07,58.42
O105FNN9,2025-10-22,72.99
YLH3TPES,2025-09-01,26.28
YLH3TPES,2025-09-02,109.46
